X,alp
-0.047053065,0.011415429
-0.039093006,0.01455113
-0.0007976821,0.1335753
0.0062033627,0.29344058
0.0124935275,0.4159547
0.018088078,0.5313842
0.03859524,0.7136738
0.045356832,0.7417996
0.056431893,0.74654937
0.06560838,0.76030266
0.08224476,0.8146076
0.089167684,0.8195791
