X,alp
-0.062903676,0.076863456
-0.06093382,0.088412485
-0.0455417,0.11487078
-0.033249216,0.15519617
-0.016709131,0.186535
0.0006900361,0.2864722
0.028226314,0.3786545
0.04962076,0.4580255
0.06076581,0.49436146
0.08214501,0.5483368
0.09599146,0.58863445
0.11252646,0.61150806
